Year,State,Citizen Category,Ethnic Group,Value in Thousands
1992,W.P.KUALA LUMPUR,Malaysian citizens,Indians,56.5
1992,W.P.KUALA LUMPUR,Malaysian citizens,Others,0.6
1992,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,23.7
1992,W.P.LABUAN,Total of employed,n.a,14.9
1992,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,10.4
1992,W.P.LABUAN,Malaysian citizens,Bumiputera,6.1
1992,W.P.LABUAN,Malaysian citizens,Chinese,2.9
1992,W.P.LABUAN,Malaysian citizens,Indians,0.1
1992,W.P.LABUAN,Malaysian citizens,Others,1.3
1992,W.P.LABUAN,Non Malaysian citizens,n.a,4.5
1990,MALAYSIA,Total of employed,n.a,6685
1990,MALAYSIA,Malaysian citizens,Total Malaysian citizens,6443.1
1990,MALAYSIA,Malaysian citizens,Bumiputera,3540.1
1990,MALAYSIA,Malaysian citizens,Chinese,2175.3
1990,MALAYSIA,Malaysian citizens,Indians,570.5
1990,MALAYSIA,Malaysian citizens,Others,157.3
1990,MALAYSIA,Non Malaysian citizens,n.a,241.9
1990,JOHOR,Total of employed,n.a,914.1
1990,JOHOR,Malaysian citizens,Total Malaysian citizens,876.8
1990,JOHOR,Malaysian citizens,Bumiputera,369.5
1990,JOHOR,Malaysian citizens,Chinese,366.9
1990,JOHOR,Malaysian citizens,Indians,53.2
1990,JOHOR,Malaysian citizens,Others,87.2
1990,JOHOR,Non Malaysian citizens,n.a,37.3
1990,KEDAH,Total of employed,n.a,467.6
1990,KEDAH,Malaysian citizens,Total Malaysian citizens,466
1990,KEDAH,Malaysian citizens,Bumiputera,327.3
1990,KEDAH,Malaysian citizens,Chinese,88.1
1990,KEDAH,Malaysian citizens,Indians,46.5
1990,KEDAH,Malaysian citizens,Others,4.1
1990,KEDAH,Non Malaysian citizens,n.a,1.7
1990,KELANTAN,Total of employed,n.a,377.7
1990,KELANTAN,Malaysian citizens,Total Malaysian citizens,366.6
1990,KELANTAN,Malaysian citizens,Bumiputera,334
1990,KELANTAN,Malaysian citizens,Chinese,24.1
1990,KELANTAN,Malaysian citizens,Indians,1.7
1990,KELANTAN,Malaysian citizens,Others,6.8
1990,KELANTAN,Non Malaysian citizens,n.a,11.1
1990,MELAKA,Total of employed,n.a,180
1990,MELAKA,Malaysian citizens,Total Malaysian citizens,176.5
1990,MELAKA,Malaysian citizens,Bumiputera,94.4
1990,MELAKA,Malaysian citizens,Chinese,62.2
1990,MELAKA,Malaysian citizens,Indians,14.9
1990,MELAKA,Malaysian citizens,Others,5
1990,MELAKA,Non Malaysian citizens,n.a,3.6
1990,N.SEMBILAN,Total of employed,n.a,216
1990,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,213.2
1990,N.SEMBILAN,Malaysian citizens,Bumiputera,104
1990,N.SEMBILAN,Malaysian citizens,Chinese,66.8
1990,N.SEMBILAN,Malaysian citizens,Indians,40.4
1990,N.SEMBILAN,Malaysian citizens,Others,2
1990,N.SEMBILAN,Non Malaysian citizens,n.a,2.8
1990,PAHANG,Total of employed,n.a,428.8
1990,PAHANG,Malaysian citizens,Total Malaysian citizens,414.3
1990,PAHANG,Malaysian citizens,Bumiputera,297.8
1990,PAHANG,Malaysian citizens,Chinese,88.4
1990,PAHANG,Malaysian citizens,Indians,27.9
1990,PAHANG,Malaysian citizens,Others,0.2
1990,PAHANG,Non Malaysian citizens,n.a,14.5
1990,P.PINANG,Total of employed,n.a,457.2
1990,P.PINANG,Malaysian citizens,Total Malaysian citizens,454.9
1990,P.PINANG,Malaysian citizens,Bumiputera,141.6
1990,P.PINANG,Malaysian citizens,Chinese,257.4
1990,P.PINANG,Malaysian citizens,Indians,53.8
1990,P.PINANG,Malaysian citizens,Others,2.1
1990,P.PINANG,Non Malaysian citizens,n.a,2.3
1990,PERAK,Total of employed,n.a,678.2
1990,PERAK,Malaysian citizens,Total Malaysian citizens,665.9
1990,PERAK,Malaysian citizens,Bumiputera,285
1990,PERAK,Malaysian citizens,Chinese,283.1
1990,PERAK,Malaysian citizens,Indians,97.5
1990,PERAK,Malaysian citizens,Others,0.3
1990,PERAK,Non Malaysian citizens,n.a,12.3
1990,PERLIS,Total of employed,n.a,57.1
1990,PERLIS,Malaysian citizens,Total Malaysian citizens,56.3
1990,PERLIS,Malaysian citizens,Bumiputera,48
1990,PERLIS,Malaysian citizens,Chinese,6.9
1990,PERLIS,Malaysian citizens,Indians,1.1
1990,PERLIS,Malaysian citizens,Others,0.3
1990,PERLIS,Non Malaysian citizens,n.a,0.9
1990,SELANGOR,Total of employed,n.a,1039.4
1990,SELANGOR,Malaysian citizens,Total Malaysian citizens,1012.2
1990,SELANGOR,Malaysian citizens,Bumiputera,473.1
1990,SELANGOR,Malaysian citizens,Chinese,372.8
1990,SELANGOR,Malaysian citizens,Indians,164.4
1990,SELANGOR,Malaysian citizens,Others,1.8
1990,SELANGOR,Non Malaysian citizens,n.a,27.2
1990,TERENGGANU,Total of employed,n.a,227.6
1990,TERENGGANU,Malaysian citizens,Total Malaysian citizens,220.7
1990,TERENGGANU,Malaysian citizens,Bumiputera,207.9
1990,TERENGGANU,Malaysian citizens,Chinese,11.1
1990,TERENGGANU,Malaysian citizens,Indians,1
1990,TERENGGANU,Malaysian citizens,Others,0.7
1990,TERENGGANU,Non Malaysian citizens,n.a,6.9
1990,SABAH,Total of employed,n.a,436.9
1990,SABAH,Malaysian citizens,Total Malaysian citizens,336.7
1990,SABAH,Malaysian citizens,Bumiputera,216.7
1990,SABAH,Malaysian citizens,Chinese,76.9
1990,SABAH,Malaysian citizens,Indians,1.6
1990,SABAH,Malaysian citizens,Others,41.5
1990,SABAH,Non Malaysian citizens,n.a,100.2
1990,SARAWAK,Total of employed,n.a,698.9
1990,SARAWAK,Malaysian citizens,Total Malaysian citizens,692.3
1990,SARAWAK,Malaysian citizens,Bumiputera,483.1
1990,SARAWAK,Malaysian citizens,Chinese,198.4
1990,SARAWAK,Malaysian citizens,Indians,6.3
1990,SARAWAK,Malaysian citizens,Others,4.6
1990,SARAWAK,Non Malaysian citizens,n.a,6.6
1990,W.P.KUALA LUMPUR,Total of employed,n.a,490.7
1990,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,479.3
1990,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,150.8
1990,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,268.7
1990,W.P.KUALA LUMPUR,Malaysian citizens,Indians,59.4
1990,W.P.KUALA LUMPUR,Malaysian citizens,Others,0.4
1990,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,11.4
1990,W.P.LABUAN,Total of employed,n.a,14.8
1990,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,11.6
1990,W.P.LABUAN,Malaysian citizens,Bumiputera,7
1990,W.P.LABUAN,Malaysian citizens,Chinese,3.6
1990,W.P.LABUAN,Malaysian citizens,Indians,0.9
1990,W.P.LABUAN,Malaysian citizens,Others,0.2
1990,W.P.LABUAN,Non Malaysian citizens,n.a,3.2
1989,MALAYSIA,Total of employed,n.a,6390.9
1989,MALAYSIA,Malaysian citizens,Total Malaysian citizens,6160.8
1989,MALAYSIA,Malaysian citizens,Bumiputera,3392.8
1989,MALAYSIA,Malaysian citizens,Chinese,2081.8
1989,MALAYSIA,Malaysian citizens,Indians,546.9
1989,MALAYSIA,Malaysian citizens,Others,139.4
1989,MALAYSIA,Non Malaysian citizens,n.a,230.1
1989,JOHOR,Total of employed,n.a,822.3
1989,JOHOR,Malaysian citizens,Total Malaysian citizens,788.9
1989,JOHOR,Malaysian citizens,Bumiputera,347.9
1989,JOHOR,Malaysian citizens,Chinese,323.9
1989,JOHOR,Malaysian citizens,Indians,51.6
1989,JOHOR,Malaysian citizens,Others,65.6
1989,JOHOR,Non Malaysian citizens,n.a,33.4
1989,KEDAH,Total of employed,n.a,443.3
1989,KEDAH,Malaysian citizens,Total Malaysian citizens,441.2
1989,KEDAH,Malaysian citizens,Bumiputera,315.7
1989,KEDAH,Malaysian citizens,Chinese,85.4
1989,KEDAH,Malaysian citizens,Indians,33.1
1989,KEDAH,Malaysian citizens,Others,6.9
1989,KEDAH,Non Malaysian citizens,n.a,2.1
1989,KELANTAN,Total of employed,n.a,363.8
1989,KELANTAN,Malaysian citizens,Total Malaysian citizens,354.4
1989,KELANTAN,Malaysian citizens,Bumiputera,320.8
1989,KELANTAN,Malaysian citizens,Chinese,26.4
1989,KELANTAN,Malaysian citizens,Indians,2.2
1989,KELANTAN,Malaysian citizens,Others,4.9
1989,KELANTAN,Non Malaysian citizens,n.a,9.5
1989,MELAKA,Total of employed,n.a,185.9
1989,MELAKA,Malaysian citizens,Total Malaysian citizens,183.5
1989,MELAKA,Malaysian citizens,Bumiputera,90
1989,MELAKA,Malaysian citizens,Chinese,73.1
1989,MELAKA,Malaysian citizens,Indians,17.9
1989,MELAKA,Malaysian citizens,Others,2.5
1989,MELAKA,Non Malaysian citizens,n.a,2.3
1989,N.SEMBILAN,Total of employed,n.a,229.3
1989,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,224.6
1989,N.SEMBILAN,Malaysian citizens,Bumiputera,101.9
1989,N.SEMBILAN,Malaysian citizens,Chinese,78.9
1989,N.SEMBILAN,Malaysian citizens,Indians,42.4
1989,N.SEMBILAN,Malaysian citizens,Others,1.4
1989,N.SEMBILAN,Non Malaysian citizens,n.a,4.7
1989,PAHANG,Total of employed,n.a,379.1
1989,PAHANG,Malaysian citizens,Total Malaysian citizens,366.8
1989,PAHANG,Malaysian citizens,Bumiputera,256.3
1989,PAHANG,Malaysian citizens,Chinese,87.6
1989,PAHANG,Malaysian citizens,Indians,22.2
1989,PAHANG,Malaysian citizens,Others,0.8
1989,PAHANG,Non Malaysian citizens,n.a,12.3
1989,P.PINANG,Total of employed,n.a,436.3
1989,P.PINANG,Malaysian citizens,Total Malaysian citizens,432.6
1989,P.PINANG,Malaysian citizens,Bumiputera,133.6
1989,P.PINANG,Malaysian citizens,Chinese,246.1
1989,P.PINANG,Malaysian citizens,Indians,50.9
1989,P.PINANG,Malaysian citizens,Others,2
1989,P.PINANG,Non Malaysian citizens,n.a,3.7
1989,PERAK,Total of employed,n.a,686.7
1989,PERAK,Malaysian citizens,Total Malaysian citizens,679.8
1989,PERAK,Malaysian citizens,Bumiputera,288.6
1989,PERAK,Malaysian citizens,Chinese,292.2
1989,PERAK,Malaysian citizens,Indians,98.5
1989,PERAK,Malaysian citizens,Others,0.5
1989,PERAK,Non Malaysian citizens,n.a,6.9
1989,PERLIS,Total of employed,n.a,66.3
1989,PERLIS,Malaysian citizens,Total Malaysian citizens,65.4
1989,PERLIS,Malaysian citizens,Bumiputera,53
1989,PERLIS,Malaysian citizens,Chinese,9.5
1989,PERLIS,Malaysian citizens,Indians,1.7
1989,PERLIS,Malaysian citizens,Others,1.2
1989,PERLIS,Non Malaysian citizens,n.a,0.9
1989,SELANGOR,Total of employed,n.a,900.3
1989,SELANGOR,Malaysian citizens,Total Malaysian citizens,882.5
1989,SELANGOR,Malaysian citizens,Bumiputera,410.3
1989,SELANGOR,Malaysian citizens,Chinese,318
1989,SELANGOR,Malaysian citizens,Indians,151.5
1989,SELANGOR,Malaysian citizens,Others,2.6
1989,SELANGOR,Non Malaysian citizens,n.a,17.8
1989,TERENGGANU,Total of employed,n.a,229.9
1989,TERENGGANU,Malaysian citizens,Total Malaysian citizens,217.6
1989,TERENGGANU,Malaysian citizens,Bumiputera,201.2
1989,TERENGGANU,Malaysian citizens,Chinese,15.1
1989,TERENGGANU,Malaysian citizens,Indians,1.1
1989,TERENGGANU,Malaysian citizens,Others,0.1
1989,TERENGGANU,Non Malaysian citizens,n.a,12.4
1989,SABAH,Total of employed,n.a,442.3
1989,SABAH,Malaysian citizens,Total Malaysian citizens,338.4
1989,SABAH,Malaysian citizens,Bumiputera,220
1989,SABAH,Malaysian citizens,Chinese,74.3
1989,SABAH,Malaysian citizens,Indians,2.1
1989,SABAH,Malaysian citizens,Others,42.1
1989,SABAH,Non Malaysian citizens,n.a,103.9
1989,SARAWAK,Total of employed,n.a,687.2
1989,SARAWAK,Malaysian citizens,Total Malaysian citizens,682
1989,SARAWAK,Malaysian citizens,Bumiputera,481.9
1989,SARAWAK,Malaysian citizens,Chinese,189.1
1989,SARAWAK,Malaysian citizens,Indians,4.1
1989,SARAWAK,Malaysian citizens,Others,6.9
1989,SARAWAK,Non Malaysian citizens,n.a,5.1
1989,W.P.KUALA LUMPUR,Total of employed,n.a,504.7
1989,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,492.5
1989,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,164.6
1989,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,259.4
1989,W.P.KUALA LUMPUR,Malaysian citizens,Indians,67.4
1989,W.P.KUALA LUMPUR,Malaysian citizens,Others,1.1
1989,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,12.2
1989,W.P.LABUAN,Total of employed,n.a,13.4
1989,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,10.6
1989,W.P.LABUAN,Malaysian citizens,Bumiputera,6.9
1989,W.P.LABUAN,Malaysian citizens,Chinese,2.7
1989,W.P.LABUAN,Malaysian citizens,Indians,0.2
1989,W.P.LABUAN,Malaysian citizens,Others,0.7
1989,W.P.LABUAN,Non Malaysian citizens,n.a,2.8
1988,MALAYSIA,Total of employed,n.a,6157.2
1988,MALAYSIA,Malaysian citizens,Total Malaysian citizens,5916.5
1988,MALAYSIA,Malaysian citizens,Bumiputera,3273.5
1988,MALAYSIA,Malaysian citizens,Chinese,2005.3
1988,MALAYSIA,Malaysian citizens,Indians,520.1
1988,MALAYSIA,Malaysian citizens,Others,117.6
1988,MALAYSIA,Non Malaysian citizens,n.a,240.7
1988,JOHOR,Total of employed,n.a,792
1988,JOHOR,Malaysian citizens,Total Malaysian citizens,751.3
1988,JOHOR,Malaysian citizens,Bumiputera,376.4
1988,JOHOR,Malaysian citizens,Chinese,278.6
1988,JOHOR,Malaysian citizens,Indians,44.2
1988,JOHOR,Malaysian citizens,Others,52.1
1988,JOHOR,Non Malaysian citizens,n.a,40.6
1988,KEDAH,Total of employed,n.a,459.3
1988,KEDAH,Malaysian citizens,Total Malaysian citizens,454.3
1988,KEDAH,Malaysian citizens,Bumiputera,331.7
1988,KEDAH,Malaysian citizens,Chinese,81.6
1988,KEDAH,Malaysian citizens,Indians,35.2
1988,KEDAH,Malaysian citizens,Others,5.8
1988,KEDAH,Non Malaysian citizens,n.a,4.9
1988,KELANTAN,Total of employed,n.a,363.4
1988,KELANTAN,Malaysian citizens,Total Malaysian citizens,351.8
1988,KELANTAN,Malaysian citizens,Bumiputera,312.8
1988,KELANTAN,Malaysian citizens,Chinese,27.2
1988,KELANTAN,Malaysian citizens,Indians,0.9
1988,KELANTAN,Malaysian citizens,Others,11
1988,KELANTAN,Non Malaysian citizens,n.a,11.6
1988,MELAKA,Total of employed,n.a,175.4
1988,MELAKA,Malaysian citizens,Total Malaysian citizens,171.5
1988,MELAKA,Malaysian citizens,Bumiputera,77.5
1988,MELAKA,Malaysian citizens,Chinese,74.5
1988,MELAKA,Malaysian citizens,Indians,17.7
1988,MELAKA,Malaysian citizens,Others,1.8
1988,MELAKA,Non Malaysian citizens,n.a,3.9
1988,N.SEMBILAN,Total of employed,n.a,228
1988,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,226
1988,N.SEMBILAN,Malaysian citizens,Bumiputera,110.3
1988,N.SEMBILAN,Malaysian citizens,Chinese,74.6
1988,N.SEMBILAN,Malaysian citizens,Indians,40
1988,N.SEMBILAN,Malaysian citizens,Others,1.1
1988,N.SEMBILAN,Non Malaysian citizens,n.a,2
1988,PAHANG,Total of employed,n.a,351.5
1988,PAHANG,Malaysian citizens,Total Malaysian citizens,339.5
1988,PAHANG,Malaysian citizens,Bumiputera,223.5
1988,PAHANG,Malaysian citizens,Chinese,92.3
1988,PAHANG,Malaysian citizens,Indians,23.2
1988,PAHANG,Malaysian citizens,Others,0.5
1988,PAHANG,Non Malaysian citizens,n.a,12
1988,P.PINANG,Total of employed,n.a,398.9
1988,P.PINANG,Malaysian citizens,Total Malaysian citizens,395.4
1988,P.PINANG,Malaysian citizens,Bumiputera,123.5
1988,P.PINANG,Malaysian citizens,Chinese,228.6
1988,P.PINANG,Malaysian citizens,Indians,40.4
1988,P.PINANG,Malaysian citizens,Others,2.9
1988,P.PINANG,Non Malaysian citizens,n.a,3.6
1988,PERAK,Total of employed,n.a,656.7
1988,PERAK,Malaysian citizens,Total Malaysian citizens,648.5
1988,PERAK,Malaysian citizens,Bumiputera,285.5
1988,PERAK,Malaysian citizens,Chinese,278
1988,PERAK,Malaysian citizens,Indians,84.6
1988,PERAK,Malaysian citizens,Others,0.4
1988,PERAK,Non Malaysian citizens,n.a,8.2
1988,PERLIS,Total of employed,n.a,65.5
1988,PERLIS,Malaysian citizens,Total Malaysian citizens,65.4
1988,PERLIS,Malaysian citizens,Bumiputera,54.4
1988,PERLIS,Malaysian citizens,Chinese,8.5
1988,PERLIS,Malaysian citizens,Indians,2.4
1988,PERLIS,Malaysian citizens,Others,0.1
1988,PERLIS,Non Malaysian citizens,n.a,0.1
1988,SELANGOR,Total of employed,n.a,893.1
1988,SELANGOR,Malaysian citizens,Total Malaysian citizens,873.2
1988,SELANGOR,Malaysian citizens,Bumiputera,368.2
1988,SELANGOR,Malaysian citizens,Chinese,329.2
1988,SELANGOR,Malaysian citizens,Indians,173.8
1988,SELANGOR,Malaysian citizens,Others,1.9
1988,SELANGOR,Non Malaysian citizens,n.a,19.9
1988,SABAH,Total of employed,n.a,424.6
1988,SABAH,Malaysian citizens,Total Malaysian citizens,328.8
1988,SABAH,Malaysian citizens,Bumiputera,220.2
1988,SABAH,Malaysian citizens,Chinese,73.3
1988,SABAH,Malaysian citizens,Indians,2.2
1988,SABAH,Malaysian citizens,Others,33.1
1988,SABAH,Non Malaysian citizens,n.a,95.9
1988,SARAWAK,Total of employed,n.a,637.1
1988,SARAWAK,Malaysian citizens,Total Malaysian citizens,628.8
1988,SARAWAK,Malaysian citizens,Bumiputera,434.9
1988,SARAWAK,Malaysian citizens,Chinese,184.7
1988,SARAWAK,Malaysian citizens,Indians,3.8
1988,SARAWAK,Malaysian citizens,Others,5.4
1988,SARAWAK,Non Malaysian citizens,n.a,8.4
1988,W.P.KUALA LUMPUR,Total of employed,n.a,469.6
1988,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,454.9
1988,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,147.2
1988,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,256
1988,W.P.KUALA LUMPUR,Malaysian citizens,Indians,50.7
1988,W.P.KUALA LUMPUR,Malaysian citizens,Others,1
1988,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,14.7
1988,W.P.LABUAN,Total of employed,n.a,12.3
1988,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,9.7
1988,W.P.LABUAN,Malaysian citizens,Bumiputera,6.1
1988,W.P.LABUAN,Malaysian citizens,Chinese,2.7
1988,W.P.LABUAN,Malaysian citizens,Indians,0.2
1988,W.P.LABUAN,Malaysian citizens,Others,0.6
1988,W.P.LABUAN,Non Malaysian citizens,n.a,2.6
1987,MALAYSIA,Total of employed,n.a,5983.9
1987,MALAYSIA,Malaysian citizens,Total Malaysian citizens,5774.1
1987,MALAYSIA,Malaysian citizens,Bumiputera,3195.5
1987,MALAYSIA,Malaysian citizens,Chinese,1972.7
1987,MALAYSIA,Malaysian citizens,Indians,501.2
1987,MALAYSIA,Malaysian citizens,Others,104.6
1987,MALAYSIA,Non Malaysian citizens,n.a,209.9
1987,JOHOR,Total of employed,n.a,732.7
1987,JOHOR,Malaysian citizens,Total Malaysian citizens,706.8
1987,JOHOR,Malaysian citizens,Bumiputera,352.7
1987,JOHOR,Malaysian citizens,Chinese,265.2
1987,JOHOR,Malaysian citizens,Indians,48
1987,JOHOR,Malaysian citizens,Others,40.9
1987,JOHOR,Non Malaysian citizens,n.a,26
1987,KEDAH,Total of employed,n.a,420.1
1987,KEDAH,Malaysian citizens,Total Malaysian citizens,417.2
1987,KEDAH,Malaysian citizens,Bumiputera,294.2
1987,KEDAH,Malaysian citizens,Chinese,80.7
1987,KEDAH,Malaysian citizens,Indians,34.6
1987,KEDAH,Malaysian citizens,Others,7.7
1987,KEDAH,Non Malaysian citizens,n.a,2.9
1987,KELANTAN,Total of employed,n.a,350.5
1987,KELANTAN,Malaysian citizens,Total Malaysian citizens,339.9
1987,KELANTAN,Malaysian citizens,Bumiputera,302.8
1987,KELANTAN,Malaysian citizens,Chinese,26
1987,KELANTAN,Malaysian citizens,Indians,1.3
1987,KELANTAN,Malaysian citizens,Others,9.8
1987,KELANTAN,Non Malaysian citizens,n.a,10.5
1987,MELAKA,Total of employed,n.a,176.7
1987,MELAKA,Malaysian citizens,Total Malaysian citizens,175.4
1987,MELAKA,Malaysian citizens,Bumiputera,91.5
1987,MELAKA,Malaysian citizens,Chinese,69.6
1987,MELAKA,Malaysian citizens,Indians,13.7
1987,MELAKA,Malaysian citizens,Others,0.7
1987,MELAKA,Non Malaysian citizens,n.a,1.4
1987,N.SEMBILAN,Total of employed,n.a,221.7
1987,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,220
1987,N.SEMBILAN,Malaysian citizens,Bumiputera,115.2
1987,N.SEMBILAN,Malaysian citizens,Chinese,68.4
1987,N.SEMBILAN,Malaysian citizens,Indians,35.9
1987,N.SEMBILAN,Malaysian citizens,Others,0.6
1987,N.SEMBILAN,Non Malaysian citizens,n.a,1.7
1987,PAHANG,Total of employed,n.a,335.9
1987,PAHANG,Malaysian citizens,Total Malaysian citizens,325.6
1987,PAHANG,Malaysian citizens,Bumiputera,215.6
1987,PAHANG,Malaysian citizens,Chinese,88.2
1987,PAHANG,Malaysian citizens,Indians,21.7
1987,PAHANG,Malaysian citizens,Others,0.1
1987,PAHANG,Non Malaysian citizens,n.a,10.3
1987,P.PINANG,Total of employed,n.a,404.8
1987,P.PINANG,Malaysian citizens,Total Malaysian citizens,402.7
1987,P.PINANG,Malaysian citizens,Bumiputera,128.1
1987,P.PINANG,Malaysian citizens,Chinese,227.3
1987,P.PINANG,Malaysian citizens,Indians,46.5
1987,P.PINANG,Malaysian citizens,Others,0.7
1987,P.PINANG,Non Malaysian citizens,n.a,2.1
1987,PERAK,Total of employed,n.a,670.5
1987,PERAK,Malaysian citizens,Total Malaysian citizens,661.5
1987,PERAK,Malaysian citizens,Bumiputera,285.5
1987,PERAK,Malaysian citizens,Chinese,277.9
1987,PERAK,Malaysian citizens,Indians,97
1987,PERAK,Malaysian citizens,Others,1.1
1987,PERAK,Non Malaysian citizens,n.a,9
1987,PERLIS,Total of employed,n.a,60.6
1987,PERLIS,Malaysian citizens,Total Malaysian citizens,59.6
1987,PERLIS,Malaysian citizens,Bumiputera,48.3
1987,PERLIS,Malaysian citizens,Chinese,9.1
1987,PERLIS,Malaysian citizens,Indians,1.7
1987,PERLIS,Malaysian citizens,Others,0.5
1987,PERLIS,Non Malaysian citizens,n.a,1
1987,SELANGOR,Total of employed,n.a,865
1987,SELANGOR,Malaysian citizens,Total Malaysian citizens,840.6
1987,SELANGOR,Malaysian citizens,Bumiputera,363.8
1987,SELANGOR,Malaysian citizens,Chinese,333.7
1987,SELANGOR,Malaysian citizens,Indians,142
1987,SELANGOR,Malaysian citizens,Others,1.1
1987,SELANGOR,Non Malaysian citizens,n.a,24.4
1987,TERENGGANU,Total of employed,n.a,208.9
1987,TERENGGANU,Malaysian citizens,Total Malaysian citizens,202.1
1987,TERENGGANU,Malaysian citizens,Bumiputera,189.8
1987,TERENGGANU,Malaysian citizens,Chinese,11
1987,TERENGGANU,Malaysian citizens,Indians,0.7
1987,TERENGGANU,Malaysian citizens,Others,0.6
1987,TERENGGANU,Non Malaysian citizens,n.a,6.8
1987,SABAH,Total of employed,n.a,424.3
1987,SABAH,Malaysian citizens,Total Malaysian citizens,328.4
1987,SABAH,Malaysian citizens,Bumiputera,218.9
1987,SABAH,Malaysian citizens,Chinese,73.2
1987,SABAH,Malaysian citizens,Indians,1.8
1987,SABAH,Malaysian citizens,Others,34.5
1987,SABAH,Non Malaysian citizens,n.a,95.9
1987,SARAWAK,Total of employed,n.a,642
1987,SARAWAK,Malaysian citizens,Total Malaysian citizens,637.6
1987,SARAWAK,Malaysian citizens,Bumiputera,441.4
1987,SARAWAK,Malaysian citizens,Chinese,185.6
1987,SARAWAK,Malaysian citizens,Indians,5.5
1987,SARAWAK,Malaysian citizens,Others,5.1
1987,SARAWAK,Non Malaysian citizens,n.a,4.4
1987,W.P.KUALA LUMPUR,Total of employed,n.a,457.9
1987,W.P.KUALA LUMPUR,Malaysian citizens,Total Malaysian citizens,447.5
1987,W.P.KUALA LUMPUR,Malaysian citizens,Bumiputera,142
1987,W.P.KUALA LUMPUR,Malaysian citizens,Chinese,254.3
1987,W.P.KUALA LUMPUR,Malaysian citizens,Indians,50.5
1987,W.P.KUALA LUMPUR,Malaysian citizens,Others,0.6
1987,W.P.KUALA LUMPUR,Non Malaysian citizens,n.a,10.4
1987,W.P.LABUAN,Total of employed,n.a,12.3
1987,W.P.LABUAN,Malaysian citizens,Total Malaysian citizens,9.2
1987,W.P.LABUAN,Malaysian citizens,Bumiputera,5.6
1987,W.P.LABUAN,Malaysian citizens,Chinese,2.6
1987,W.P.LABUAN,Malaysian citizens,Indians,0.3
1987,W.P.LABUAN,Malaysian citizens,Others,0.7
1987,W.P.LABUAN,Non Malaysian citizens,n.a,3.1
1986,MALAYSIA,Total of employed,n.a,5760.1
1986,MALAYSIA,Malaysian citizens,Total Malaysian citizens,5558.2
1986,MALAYSIA,Malaysian citizens,Bumiputera,3048.7
1986,MALAYSIA,Malaysian citizens,Chinese,1897.4
1986,MALAYSIA,Malaysian citizens,Indians,488
1986,MALAYSIA,Malaysian citizens,Others,124.1
1986,MALAYSIA,Non Malaysian citizens,n.a,202
1986,JOHOR,Total of employed,n.a,700.4
1986,JOHOR,Malaysian citizens,Total Malaysian citizens,679.3
1986,JOHOR,Malaysian citizens,Bumiputera,293.4
1986,JOHOR,Malaysian citizens,Chinese,266.4
1986,JOHOR,Malaysian citizens,Indians,56.4
1986,JOHOR,Malaysian citizens,Others,63.1
1986,JOHOR,Non Malaysian citizens,n.a,21.1
1986,KEDAH,Total of employed,n.a,418
1986,KEDAH,Malaysian citizens,Total Malaysian citizens,414.5
1986,KEDAH,Malaysian citizens,Bumiputera,292
1986,KEDAH,Malaysian citizens,Chinese,84.1
1986,KEDAH,Malaysian citizens,Indians,33.3
1986,KEDAH,Malaysian citizens,Others,5.1
1986,KEDAH,Non Malaysian citizens,n.a,3.4
1986,KELANTAN,Total of employed,n.a,340.2
1986,KELANTAN,Malaysian citizens,Total Malaysian citizens,328.8
1986,KELANTAN,Malaysian citizens,Bumiputera,295.1
1986,KELANTAN,Malaysian citizens,Chinese,22.9
1986,KELANTAN,Malaysian citizens,Indians,4.3
1986,KELANTAN,Malaysian citizens,Others,6.6
1986,KELANTAN,Non Malaysian citizens,n.a,11.4
1986,MELAKA,Total of employed,n.a,169.8
1986,MELAKA,Malaysian citizens,Total Malaysian citizens,167
1986,MELAKA,Malaysian citizens,Bumiputera,85.3
1986,MELAKA,Malaysian citizens,Chinese,64.1
1986,MELAKA,Malaysian citizens,Indians,16.5
1986,MELAKA,Malaysian citizens,Others,1.1
1986,MELAKA,Non Malaysian citizens,n.a,2.8
1986,N.SEMBILAN,Total of employed,n.a,213.5
1986,N.SEMBILAN,Malaysian citizens,Total Malaysian citizens,210.9
